tid,text,keyphrases
926495466744877056,Good diet and #exercise could drastically improve the quality of life for asthma sufferers. Via @daily_express  https://t.co/6y3Oex4Fb5,"exercise could drastically improve the quality of life for asthma sufferers,good diet"
927601989348970497,"@DIYolie I use regular Zyrtec now, not Zyrtec-D like I used to. They get the job done as far as helping calm my constant sinus inflammation",calm my constant sinus inflammation
924359285353611264,@jo_butlin Yea I'm on more medication for their side effects than for my asthma lol,more medication for their side effects than for my asthma
927007929353437184,sinus tapi ade wedding shoot,sinus tapi ade wedding shoot
926993172403593218,"RT @GeetaLama: @devendratak @stc_india @pragyavats 
Every hour, 20 children died of pneumonia in India in 2015, finds new report https://t.","children died of pneumonia in india,new report"
925561666456059904,my poor poor lungs i cant breathe i has an asthma attack now im sad i dunno,"asthma attack,poor poor lungs"
927258794425569281,//sorry I haven't been on till now. Bad sinus cold and pulled a muscle in my back. Bad day for me. And still gotta work. ,"bad day,bad sinus cold"
927582949117177863,"Runny nose, headache, sneezing ,I smell sickness ",runny nose
924880857487175681,RT @AsthmaAUS: Having both #asthma and #hayfever or poor control of asthma increases the risk of #thunderstormasthma further. ,"hayfever or poor control of asthma increases the risk,thunderstormasthma further"
925538921227812864,"Did you know chewing mints can help with weight loss, asthma and stress? Check out these health benefits of Mint... https://t.co/AUmlamjReC","asthma and stress,health benefits of mint,mints can help with weight loss"
922629414977806337,Im convinced that my cat is causing my asthma to act up but shes my baby and I mean do I really need to be able to breathe? ,cat is causing
925000137126109185,"@News24 If you boil it, keep it cool and give it to your child, mine never had asthma problems.",asthma problems
924680890520915968,"Sister having an asthma attack half way through work has shit me up, never been so worried",sister having an asthma attack half way through work has shit
927682219333754880,@The_CAPHR I know this as I have asthma and coffee saves me from depending just on my inhaler!,asthma and coffee saves me from depending
927019831047602183,@soodoku @chamath Does the alveoli of the lungs regenerate and have a reduction in using bronchodilators?,"lungs regenerate,reduction in using bronchodilators"
925851353871736832,Just pushed myself during my run and I'm very proud AND my asthma is getting much better https://t.co/WusjibbKTn,asthma is getting
924848716837769217,"when i laugh too much, my asthma gets bad ):",
926704293255753728,i keep sneezing ,
927466494107246592,"Thats cool. Its not like Ive been waiting a month to get seen, or THREE YEARS to have an asthma appointment.",asthma appointment
927524978882379776,RT @tiniestdad: My real friends know I have asthma,real friends know i have asthma
927176449659940864,RT @Sofiaakaif: #PrecautionsAgainstSmog Doctor advise that taking vaccinations shots helps the asthma patients to have a safeguard against,precautionsagainstsmog doctor advise that taking vaccinations shots helps the asthma patients
926863451112312832,Nothing worse then a sneezing fit in the tree stand,nothing worse then a sneezing fit
924476031708274688,"Medical News Today: Dogs may lower risk of childhood eczema, reduce asthma symptoms https://t.co/xTbWP8g4Iw #Allergy","asthma symptoms,lower risk of childhood eczema,medical news today"
926869810008424449,Tfw you start sneezing a bunch of times in a row and you're unsure if it's allergies or you're about to die of the common cold.,bunch of times
925399674483298304,Medical News Today: Obese children with asthma spend longer in hospital https://t.co/i0QpVU3Dgn,"medical news today,obese children with asthma spend longer in hospital"
926867850148679680,Children's museum is not conducive to a sinus headache.,"children's museum,sinus headache"
925474641090678785,@amanda__g99 this shit triggered my asthma,shit triggered my asthma
924946645892005893,Dogs may help babies and children develop protection against eczema and asthma https://t.co/uMsEfuTrrn via @ChannelNewsAsia,babies and children develop protection against eczema and asthma
927031246613569536,@EtreEtro She had pneumonia for chrisssake.,pneumonia for chrisssake
927515610640240644,@bxhroz_aoj My brudda I think I got pneumonia off u aswell,
927361468206546945,@TheRock @UnderArmour The Rock is great but anyone using steroids shouldn't post workout video's. You're cheaters! https://t.co/bq6TtrvDVq,great but anyone using steroids shouldn't post workout video's
927520904829169664,"to the dr. or hospital we will go pneumonia or head  and  lung infection,cant get to far away from my oxagen but every one have a bl;ess day","ess day,oxagen but every one,pneumonia or head"
925235975583879169,RT @artsyxxbabe: Its that time of year where Im constantly weezing and my nose is always runny and I got tissues with me at all time.,time of year where im constantly weezing
926203295198216192,RT @laurmishelle: @nadiatorresxoxo wait r u saying u vaped with your asthma mask .... because if so you are my absolute hero.,
927034958182604800,"@jamiejulian97 @pudge_64 His parties are wack, who calls themselves pudge, I heard he was gay, he takes steroids",parties are wack
927561192515756033,RT @FernandoAmandi: Hypocrisy on steroids https://t.co/Bf5DfBMTW6,hypocrisy on steroids
927421762471469056,@adorablimp My asthma triggers if i so much as cough or sneeze sometimes...its annoying and aggrivating :T,"asthma triggers,much as cough"
927224986540150785,@bacox87 Silva is a cheater who GSP didn't fight because he knew he was on steroids and wouldn't agree to strict testing. BYE NOWWWW,strict testing
926472123085873152,@CraigCo62 Tell that to asthma sufferers,asthma sufferers
926699552484102146,NPA Sam Sullivan (who's now #BCLibs) threw out #CityPlan for #EcoDensity Vision took it on steroids to now. MOAR = luxury condos not rentals,"ecodensity vision,luxury condos not rentals,npa sam sullivan"
922631493222129664,"Warm weather increasing pollen count, triggering hay fever and asthma attacks. Read via @newscomauHQ https://t.co/0YGJxiHIp9","triggering hay fever and asthma attacks,warm weather increasing pollen count"
927418290749632513,Playing soccer in - 2 C sucks for asthma https://t.co/OtzpO477gI,
926727755856797696,Apparently steroids make you immortal too https://t.co/9JP9v7LNTj,apparently steroids
925604005119639552,yesterday I went out and decided not to take my inhaler cause I havent had an asthma attack in 2 yrs and the I FUCKING HAD AN ASTHMA ATTACK!,fucking had an asthma attack
925900992037773318,"RT @SoomroTK: Trees cause reducing rates of cardiac diseases, strokes &amp; asthma due to improved quality air. Shame CDA
#KiunKaataMujhay","due to improved quality air,shame cda,trees cause reducing rates of cardiac diseases"
924263457079349248,asthma &amp; this weather do not mix!,
927375430935461888,i was supposed to pick up my steroids for my hives but the pharmacy closed before my doctor called in the prescription im so tired and itchy,"pharmacy closed before my doctor,steroids for my hives,tired and itchy"
927463480101343232,I may have pneumonia,
922857641679912960,"This cough can just do one.. Antibiotics need to be collected, apparently coughs and asthma don't get along https://t.co/SAoctZWkf9",apparently coughs and asthma
925822988594884608,@courtneyMgreen Haha I was wondering about the gym asthma - fair play that dog that took you down jumped so high ! Well done ,"fair play that dog,gym asthma"
923722856160096256,@4Boat In my longest fibro flare eva n asthma worse than eva b4 n the most alone I've eva felt,longest fibro
927011152940351488,This dont help me and my hyperventilation really  https://t.co/98tPpCGjDs,
927319495382839301,@umitsjami No get better soon sounds nasty. know how that feels like you're rattling with  so many pills and sinus https://t.co/wM9Dv0ackW,many pills
927628476571512838,My lungs and asthma https://t.co/R3CZLMduCR,lungs and asthma
926163776046600192,#AsthmaFree Forever is the asthma cure that works! https://t.co/6IvXb9f2ze #asthmaattack,
924705933850218496,"@KEN_tw_ @_senanu_ You for allow people make dem flex dema ""sickness"". Once upon a time it was asthma",people make dem flex dema
926172739911557120,What do you do when you have mild asthma but are a singer and really would like to improve your cardio? Asking for a friend...,"improve your cardio,mild asthma"
925637342336913408,"RT @DrBeniRusani: ""Sayang abah tak?"" asked the loving dad, lighting up his cigarette. The little girl smiled. 

She died of asthma at ","little girl,loving dad"
927432370969628672,Cold weather may be trigger for asthma https://t.co/Cr3ZRdqLg9,cold weather may be trigger for asthma
925238258644033536,The secret to curing asthma and hayfever may be in our genes. @ChloeAmandaB #7News https://t.co/LEyOuasB2O,secret to curing asthma and hayfever
926849908564357120,RT @handsomehonker: omg my cat is sneezing LOL i wanna make it into an mp3 file,cat is sneezing
926761960728866816,When in fact it's time to unpack. I'm actually drugged from stupid sinus meds #Kudos ,"fact it's time,stupid sinus meds"
927288697686335488,@realDonaldTrump @Rally7806 Already all those that accused you of politicising the NY terrorist are on steroids scr https://t.co/fTXXRkPseN,steroids scr
926840690927009792,@Will_POWER_1319 shut up and stop sneezing,
923780548635475968,When u almost have an asthma attack on the phone and ur borderline dying,"asthma attack,borderline dying"
926241913623269377,Dogs may reduce childhood asthma and eczema risk | RxWiki https://t.co/jyh08OG0JU,childhood asthma and eczema risk
922874280081219586,My asthma will kill me one day I know it,
927370212885909505,@owlahs can i have asthma,
925016371716591616,"@Kanekiru Yeah asthma sucks ass, I hope the doctor can help alleviate the problem Kane!","asthma sucks ass,doctor can help alleviate the problem kane"
925654813714604033,AstraZeneca asthma drug tralokinumab disappoints again https://t.co/kKu8pGGDa0,astrazeneca asthma drug tralokinumab
927220304883064833,"I got even more sick going to Kaiser yesterday, NOW I have a sinus infection 
Im falling apart","sick going to kaiser yesterday,sinus infection im falling apart"
926832169288269824,"""Not enough children with asthma yet. We've got a quota to meet! Asthma drugs don't sell themselves, you know!! Mak https://t.co/UMNxaTuvM9","asthma drugs,enough children with asthma"
927463141146968064,im trying to sleep but i keep sneezing,
927640731828801538,I think I might be having a sinus headache,sinus headache
924882672744325120,You are endangering the life of an 87 yr old man with asthma,"endangering the life,old man with asthma"
926912137775247360,@daniel_vernall @Jon_Anik @JohnyHendricks @MattSerraUFC @bisping That came from your gsp on steroids comment . Enjoy the fights tonight ,"fights tonight,gsp on steroids comment"
926422802441289728,my tittinus developed and i had an asthma attack during physics (today) which i couldn't do anything about because i didn't had my inhaler,asthma attack
927390779592597504,My TMJ is so bad to the point where Im taking steroids that give me severe anxiety attacks just to get rid of the pain,"anxiety attacks,point where im taking steroids"
925263412082479104,I just feel a bit rough  lets hope for a good day at work  And a good asthma check up later!,"good asthma,good day at work"
923882190869553152,Friday's Air Quality forecast for Cincy is GOOD.  Children with asthma have no Air Quality Restrictions.,"children with asthma have no air quality restrictions,friday's air quality forecast for cincy"
925240947595726849,asthma killssss!!!!!!!,asthma killssss
925670460053999616,"Proper find it disgusting that people with asthma have to pay for their inhalers, wtf is that shit about?!?!? Like u can't just NOT have em",proper find it disgusting that people with asthma
927598440606982146,Sick with sinus infection..Michael is out of town..ask the kids to help by making oatmeal..oatmeal all over floor..now stuck cleaning #FAIL,"oatmeal all over floor,sick with sinus infection,stuck cleaning"
923894565387501568,"Thinking to do a @BreathChamps  course on social approaches to childrens asthma - song, poetry, puppets - think https://t.co/dCIvbV6Wb1",social approaches to childrens asthma
927522358755282944,"I had to take the good sinus drugs in addition to my ADD drugs.

*cracks knuckles*

Let's dance, Monday.","add drugs,good sinus drugs in addition"
927315062494085120,Relax cates. Too much excitement = asthma attack.,"asthma attack,much excitement,relax cates"
925655190446882816,AstraZeneca asthma drug tralokinumab disappoints again https://t.co/EkTlCOe4G5 https://t.co/n4cpisv6sH,astrazeneca asthma drug tralokinumab
925775142541758465,"@emorwee Does this idiot not realize the terrible cost to children, adults and our economy from pollution. Which one of his kids had asthma","adults and our economy from pollution,idiot not realize the terrible cost to children,which one of his kids had asthma"
926055543596126208,Burns and asthma warning ahead of #BonfireNight https://t.co/ok2kpb9VqG https://t.co/fT63WuFSMe,burns and asthma warning
924617229039149056,Flu and asthma is real,flu and asthma
925977233667141632,I love the asthma inhaler https://t.co/VEyJMPjTAV,asthma inhaler
927135742492577792,@holytech0 No? Not heard of them?? .... I don't usually get antibiotics our docs it's steroids I get as they are st https://t.co/7eyy7KlPLM,antibiotics our docs it's steroids
922875848041967617,I get asthma attacks at school just from walking up the stairs this is ridiculous,asthma attacks at school just from walking
927390920449908739,Like I went so hard with still having bronchitis and I gave myself an asthma attack,"asthma attack,hard with still having bronchitis"
922862720256315393,@howetolove Sudden onset of asthma and no drugs could touch it. It was stressful. Luckily after a couple of days at https://t.co/4NXNzbJMMr,"luckily after a couple of days,sudden onset of asthma"
927617826948390912,How to handle skin asthma https://t.co/CAYR7lNpnR via @BowThemes,
924744353200984067,I want a frappe so bad but asthma,bad but asthma
925437338548887552,can you develop asthma as an adult https://t.co/7D1zLWLF1P,
925622461080600576,"I'm not sure why, but this comment made me laugh so fucking hard. I ended up crying and weezing for a good 5 minute https://t.co/7FfI2ugkjx","comment made me laugh so fucking,good 5 minute"
925394284987027456,i cant breathe nice thanks asthma attacks,nice thanks asthma attacks
926238086618648576,@david_duguid  Have you seen this? Man died in 2015 because he couldn't afford prescription charges for asthma meds https://t.co/DyYsZLWFPo,prescription charges for asthma meds
924337259402485761,My childs asthma is a curse,childs asthma
927606508220813318,Most sinus infections don't require antibiotics causes of ear infection in babies - https://t.co/8x9It40Mfl,sinus infections don't require antibiotics causes of ear infection in babies
927287638549323777,Hoping Laura Plummer is home soon. Apparently sinus meds are illegal in Japan! Bring prescriptions. https://t.co/q6sY8wL5Q2,"bring prescriptions,illegal in japan,laura plummer is home,sinus meds"
926132109823135745,buzzfreenews #trending aajtak Obese children may have more asthma complications https://t.co/zMgmKgV8ED,aajtak obese children may have more asthma complications
927156045893525504,@Lynch_Nathan_ There must be steroids in macaroni!,steroids in macaroni
925627992319016963,Sophia acquired her fathers asthma probs.  Poor baby girl.,"poor baby girl,sophia acquired her fathers asthma probs"
927336760023175168,RT @ItsAlyssaShouse: Ah yes...it's that time of year again where my allergies are so bad it triggers my asthma and makes me wheeze all nigh,"bad it triggers my asthma,time of year again where my allergies"
926821868220440576,Worst part of having a period: sneezing and feeing chunks of your life essence leaking out of you,"chunks of your life essence leaking,worst part of having"
927223385251336192,cult of personality on steroids,personality on steroids
927318385607634945,"halsey stans: lana took vocal steroids 
halsey: https://t.co/76bC7iOTMh","halsey stans,lana took vocal steroids halsey"
925794633854177281,"@Marshall5Sharon Just a wee asthma attack last week, but hopefully sorted now!",wee asthma attack last week
926502157469204480,It's weird seeing the effects of the wildfires in little things. I wonder what asthma rates are like here.,"asthma rates,weird seeing the effects,wildfires in little things"
926039433299800064,having asthma is a bit peak,
925618283327442944,"Devastating final words from boy, 11, who dropped dead from asthma attack ""It was our worst nightmare. We dont know how we are going to ge","dead from asthma attack,devastating final words from boy,worst nightmare"
925321272275464192,"Boy, 11, collapses and dies after asthma attack on 'perfect day out' with his family https://t.co/SNRPo5RpnP #DigitalHealth",collapses and dies after asthma attack on 'perfect day out' with his family
926829138408853504,update i have a cold and now i cant stop . sneezing https://t.co/I8zCdvOKO2,
927038949863952384,my sinus acting up bad,sinus acting
922902188195794949,@MsC00l I dont have asthma but I wouldnt see that causing it unless youre out here smoking blunts everyday. If y https://t.co/SSn3T9VX2S,
925306404814114817,My asthma acting up smh,asthma acting
927640046655508480,"@PiyushGoyalOffc today I'm journey to train no 18478, mujhe asthma ka attack hua hai mayne TT  ko complain kiya but koi response nhi Mil ra","asthma ka attack,kiya but koi response nhi mil,today i'm journey to train"
925168132750282753,@Cvxfuk probably my asthma,
927236286880075781,So my fourth wisdom tooth is in my sinus area right below my eye socket wtf.... fuck,"fourth wisdom tooth,sinus area right below my eye socket"
927488355461410818,Mams making me a birthday breakfast now cute on steroids today,"birthday breakfast now cute on steroids today,mams making"
925860622457298944,when taylor was doing the like breathing noises i thought she was having trouble breathing like asthma fjdkkd,trouble breathing like asthma fjdkkd
926116751196143616,Omg I hate being stressed in the mornings because I get an asthma attack,asthma attack
925954754651365376,when you wait outside for Niall and then you have to run to the bus station bc you are gonna miss the bus but then have an asthma attack :),"asthma attack,bus station"
926850424614813696,"@SwiftOnSecurity @andreasdotorg I've had a sinus infection for so long that I'm in full ""will try ANYTHING"" mode bu https://t.co/aqWqA0QAoe",sinus infection
925657298093174784,AstraZeneca asthma drug tralokinumab disappoints again https://t.co/PyRshqu4YM,astrazeneca asthma drug tralokinumab
927248095070519302,@IdolsSA This talent is on steroids ,
927040995023360000,"@OupaKev @chauke_zebulon @Buti_bae This is getting out of hand...
The devil is on steroids",
926257602551517186,"@TheGabbieShow I have anxiety, depression, anger problems, and I also have asthma and I just got OK for the hospital... My life sucks yayyy!",anger problems
925657236596318208,AstraZeneca asthma drug tralokinumab disappoints again https://t.co/6bX6GPLHgh,astrazeneca asthma drug tralokinumab
924831737900802048,I need an inhaler and I dont even have asthma #ThisTeam,
927601017595641856,"RT @brandezbig: @RonLybrand @polishprincessh 1) Why does the idiot have a respirator on, looks like a HEPA/Gas filters of which wil ","gas filters of which wil,idiot have a respirator"
926948598704738305,@3L3V3NTH Performance Art shot full of steroids brings it from the shelter of satire out into forrealz light of cruelty &amp; evil poisons.,"art shot full of steroids,evil poisons,forrealz light of cruelty"
923905145552777217,When is asthma considered severe? https://t.co/drEHiNrBQU https://t.co/L8TQSyr0FT,
925756796878417921,"@emorwee @KatyTurNBC As I buy a new inhaler every three months for my asthma,  but, no biggie.",new inhaler every three months for my asthma
924480831074263040,"Medical News Today: Dogs may lower risk of childhood eczema, reduce asthma symptoms https://t.co/2rvR2oSgwt #Health News from Medical News","asthma symptoms,health news from medical news,lower risk of childhood eczema,medical news today"
924321246791204865,RT @olvera_aj: Back when asthma hit my sister hard  https://t.co/iNmlsykYdf,
925961020866039808,"RT @russellsetright: Acid #reflux medication PPI's double+ cancer risk &amp; raise the rise of pneumonia, osteoporosis &amp; asthma ask russell  ht","cancer risk,rise of pneumonia"
927246149433610240,I have a sinus infection and my head feels like it weighs a ton and my mom called me lazy for not cleaning.,"lazy for not cleaning,sinus infection"
926155607983484928,@kkkkaylynn just asked if my asthma was contagious. i give up.,
924665134286598145,Imagine this: asthma is like trying to breathe through a paper straw in your mouth while your nose is pinched closed.,"asthma is like trying,paper straw in your mouth while your nose"
924672855144624128,My asthma has been beating my ass for about a week now.....I'm over it,"ass for about a week,asthma has been beating"
927586314941358080,"When the doctor last week didnt believe you that you had a sinus infection so you get pinkeye and far, far worse to prove it ","doctor last week,sinus infection so you get pinkeye"
927610035953389568,Is $XNET the new bitcoin index on steroids lol - taking a beating with bitcoin breaking to new lows,"bitcoin breaking to new lows,xnet the new bitcoin index on steroids"
926244563458588672,"RT @_belabo_: i aint got time to waste my breath on nobody, i got asthma",breath on nobody
926319439406125056,This weather been messing with my asthma !,weather been messing
926899562371014657,[ https://t.co/gVhtbwzIP3 ] Anabolic androgenic steroids may be associated https://t.co/ZV9GFGjSW7 | https://t.co/inDpJ3Hzo1,anabolic androgenic steroids
926434387326943234,"My asthma is attacking me so bad, I think I might die tonight.",asthma is attacking
926095835741396994,Dont kill me asthma,
927373979773538304,@fuccnorthkorea Not w me I got asthma ,
927050961440272384,@Joshua_Macaldo Catabolic steroids,catabolic steroids
925655327558823936,AstraZeneca asthma drug tralokinumab disappoints again https://t.co/3vJf95zIAo,astrazeneca asthma drug tralokinumab
926846277530333184,"Mixed 50 MG of anti histamine and an entire glass of tequila.
This is how you flat line.","anti histamine,entire glass of tequila,flat line"
927124983964471296,"RT @hashHyderabad: #BerokZindagi launched in Hyderabad, focus on asthma - Times of India https://t.co/tJ7KdufL9N #hyderabad",times of india
927254773602058240,yall better shut up about casting finn wittrocks ugly white ass as dick grayson bc its giving me pneumonia,ugly white ass as dick grayson
927493824745824256,Keep asthma at bay as the temperatures drop! https://t.co/Izt9l0ojci,keep asthma at bay
924875119515832322,"Medical News Today: Dogs may lower risk of childhood eczema, reduce asthma symptoms #dog https://t.co/ZVjC78UMV5 https://t.co/WJMkpJxUFT","asthma symptoms,lower risk of childhood eczema,medical news today"
925814014193549313,Being off them and not having any help paying for my asthma and allergies and that why things have been many days off,help paying for my asthma and allergies and that why things have been many days
926576332665888768,@KingKurmvdgeon Walking passed a smoker triggers asthma bouts for me. I definitely cannot be in the same room as someone whos smoking.,"same room as someone whos smoking,smoker triggers asthma"
927133134675685376,Role of asthma education A presentation is needed to talk about the impotance of health edu https://t.co/0QMVBysvMV #HomeworkHelp #OrderNOW,"impotance of health,role of asthma education a presentation"
927450208501301248,Im not crazy. Our lives are just this fucked and this has been a really bad week with pneumonia and tendonitis and the asshole at work.,"asshole at work,bad week with pneumonia and tendonitis"
924296441580855296,"Short of breath, coughing, and wheezing. This asthma is sucking the life out of me","asthma is sucking,short of breath"
924963214672109569,So many cancelled plans bc of asthma grrr,many cancelled plans
926896706859528192,weezing and koffings original names are golden,koffings original names are golden
925818512093855745,My mom yelled at me this am for smoking knowing I just got my asthma under control,asthma under control
927330753364611073,Imma catch an asthma attack in this car bro. I can feel it,asthma attack in this car bro
927512781347319808,@kaajaa_24 girl i have had a sinus infection for 1.5 months and my antiobiotics didn't do shit besides make me yak i feel ur pain,"antiobiotics didn't do shit besides,sinus infection"
926641750466289664,My asthma has been crazy lately ,
925367096497922048,New asthma clinical trial: EUS-guided FNA in the Study of the Adrenal Gland https://t.co/ePITpusJQ9,"adrenal gland,new asthma clinical trial"
926130104035549184,Obese children may have more asthma complications https://t.co/wnXasluy5q https://t.co/7D2r9Xm2Mr,obese children may have more asthma complications
927487984257110017,Off to mandatory Asthma Clinic at DRs as wont approve repeat script even though GP signed it. Been using inhaler https://t.co/pluPKcOZM8,"mandatory asthma clinic,repeat script"
926380024479010817,RT @ParticipationNW: So proud of Nikita &amp; Tallyn for designing the asthma poster #afterschoolclub #Pendle https://t.co/n2bC2DKyWo,"proud of nikita,tallyn for designing the asthma poster"
927642200292261888,@Xbox how come my Xbox one sound like it got asthma ??,
925464086787305472,Allergy and asthma specialist Dr. Erin Rohman has the latest treatments for allergies -- tonight at 9 on 10News2. https://t.co/QzRjn0zHGH,"allergy and asthma specialist,erin rohman has the latest treatments for allergies"
927576314470633473,When you say uh junior senior year I wanna go to get asthma from what was going,"asthma from what was going,junior senior year"
926202408119578624,"+Caused by the foods we eat. But Im like then howd I get asthma my dude. My lungs dont digest the hot Cheetos, t https://t.co/dxZr5tTxIJ",lungs dont digest the hot cheetos
925380561190965249,Anybody else want to bitch about how awful asthma is? I hate that BOTH of my children have it! #breathingtreatments #dailymeds #wehatewinter,anybody else want to bitch about how awful asthma
927163147550674944,@JAX_Maduars32 steroids and painkillers,steroids and painkillers
923851485263179777,He hit yo ass with that Philadelphia 76er shake and bake + you call a Time out tryna find a way out. Do like this- have a fake asthma attack,"ass with that philadelphia,this- have a fake asthma attack,time out tryna find a way"
925649521308196864,"Eating fish during pregnancy may cut risk of asthma in babies
https://t.co/bwEzqnVOoC https://t.co/Om97Oz6inq",eating fish during pregnancy may cut risk of asthma in babies
923732071687868416,"so ive been getting through the damn week w a cold, but my asthma and heart murmur is making it seem more than just a cold","asthma and heart murmur is making,damn week"
927621781820600321,i keep taking deep sighs and the girl next to me keeps looking over all concerned but im ok i just have asthma,
922993194018725893,"@BibRave A1: Running began in earnest with my asthma diagnosis at age 11, traded running for football. Moonlight Run 5k. #BibChat","asthma diagnosis at age,moonlight run"
926541463219040256,thinkin about how i've always struggled to breathe but no one diagnosed me with asthma until i was 10 when people w https://t.co/n5SLu47yUT,diagnosed me with asthma
926450128654827520,"This article makes 2 good points: 
1. Things like asthma inhalers should more affordable 
2. Textbooks are too expe https://t.co/S8zUisWn7S","article makes 2 good points,things like asthma inhalers"
927254580680970240,terrible sinus &gt;.&lt;,terrible sinus
925124735758929920,You ask a girl to run the aux &amp; they start to download asthma lol,download asthma
927428325252907008,"bibg boys need some parts, one of the horns is shorted, maybe? The diaphragm itself looked fine so it ain't blown, but sounds like garbage.",bibg boys need some parts
925715794578886657,@laurelworlds I thought so. Many have both types of birds. I've noticed my asthma is slightly triggered a lot. JoJo https://t.co/0mKSPvkRJM,many have both types of birds
926713682490425344,I just woke up from the weirdest dream of my life and now I cant stop sneezing and my eyes are watering,"eyes are watering,weirdest dream"
927403027111272448,This thunder on steroids tonight,thunder on steroids tonight
924744162313932800,Contact with dogs could protect kids against eczema and asthma #Saskatoon https://t.co/3XkpdgCV7s,contact with dogs could protect kids against eczema and asthma
925606024421052416,@BaronCorbinWWE @mikethemiz This gave me asthma,gave me asthma
924807569578909696,This that my asthma acting a fool where a breathing machine at weather,asthma acting a fool where a breathing machine at weather
926772729965002752,Red wine and sinus medication #saturdaynight,red wine and sinus medication
922626898642944000,im literally sleeping next to my inhaler bc my asthma is being a BITCH rn,asthma is being
923989838566776833,Hate having asthma,
927233849825923073,"@MicMac650 Precisely. Even if it was sinus tachy but patient felt it, they categorized it as CSA",sinus tachy
924968238047551489,tbt to when our friend with asthma tried a bong and she had an asthma attack from one puff and literally passed out,"asthma attack from one puff,tbt to when our friend with asthma tried a bong"
925668506384953345,AstraZeneca asthma drug tralokinumab disappointsagain https://t.co/Hsl287ND3o,astrazeneca asthma drug tralokinumab
927637831102672897,I keep coming back to laugh I think I'm gonna have an asthma attack,asthma attack
927397986497314817,my fuck it game is on steroids,fuck it game
927089678720757760,"RT @midsinlol: My understanding of bleach so far: Let's give Ichigo all the spiritual steroids and just, throw him at people, see what happ",spiritual steroids
927217567600607233,"RT @Only4RM: What I tweeted when HRC fainted with pneumonia before bouncing back like a rockstar.

#evergreen https://t.co/F4WmBWr6iW",hrc fainted with pneumonia before bouncing
926018449184313344,"Having asthma Yh, is just BS",
927039010119315457,@Shallowking Just because you take steroids dont mean youre strong you imbecile ,
926268140681682944,RT @Aliyaaahhhhh: @kaya_xgx Na wullah am being serious this n that asthma joke acc proper funny,serious this n that asthma joke acc proper
927686759336632325,"cooked dinner, prepped tomorrows dinner, all while battling a category 5 sinus infection

and the academy award goes to...","category 5 sinus infection,tomorrows dinner"
927515798192582656,so how many asthma attacks would i get tonight to figure out my project shits???????!!! 3 and counting?????,"many asthma attacks,project shits"
927429491713982464,This video gave me a sinus infection https://t.co/ml9pyReNyf,sinus infection
926826681939013633,everybody loves beit family and i do too but u kno what punches me right in the fucking diaphragm,"everybody loves beit family,fucking diaphragm"
926499246907334657,"takdela literally nk mampos, just kena asthma attack teruk and i couldnt breathe properly",asthma attack teruk
927684886613381121,@Newks Your Corn &amp; Crab Chowder has been a godsend today as Im battling this sinus cold. Soooo yummy. ,"crab chowder,godsend today,sinus cold"
926766168437919744,Sanofi and Regeneron study shows efficacy of severe asthma therapy #pharma healthcare #company #news https://t.co/cLEtk518fG,"pharma healthcare,sanofi and regeneron study shows efficacy of severe asthma therapy"
927535395256061953,RT @SallyGriffin000: 20 home visits in 2 days&amp;now onto day 3 of half term!Another busy day filled with asthma reviews: following up medi ,"busy day filled with asthma reviews,onto day"
927260509723820032,Nah i cant do cat dander,
927098209272463361,Why does pneumonia kill so many children? And why is tuberculosis so hard to beat? Read the new edition of FT Health https://t.co/6tb6sv4ClN,"hard to beat,new edition,pneumonia kill so many children"
925762966598963200,I left my asthma untreated for years and I guess this is a start... Hopefully I can get one of those real inhale th https://t.co/v8s1JDAoms,"asthma untreated for years,real inhale"
926130597562671105,Obese children may have more asthma complications https://t.co/OGurApj8AD,obese children may have more asthma complications
924406475933605890,@Lushchicken They have heating with asthma triggering chemicals? That's the sort of thing they need to tell people about. Hope you're ok.,"asthma triggering chemicals,sort of thing they need to tell people"
926883489496125440,@crimeficreader @Whyjay99 Sympathies. Ive got sinus probs too - far worse than non-sufferers realise. Thought I ha https://t.co/MyVyj6KwXI,"sinus probs,worse than non-sufferers"
927562861370593280,@Cohannnnn I still haven't forgiven you for almost triggering my asthma with your perfume! Ewu,
926632915651330048,Obviously a shareholder in asthma medication companies. https://t.co/sTVKpYipeL,shareholder in asthma medication companies
926060499556556801,New health passport app for young Londoners from @HealthyLDN helps you keep a personal asthma plan on your phone! https://t.co/SoeLMqA7vh,"new health passport app for young londoners,personal asthma plan on your phone"
925656341917700096,AstraZeneca asthma drug tralokinumab disappoints again - LONDON (Reuters) - An experimental biotech drug for se... https://t.co/Gb9PYqeCuV,"astrazeneca asthma drug tralokinumab,experimental biotech"
927619358624542720,"Weakening clean air rules will mean nearly half a million more asthma attacks a year, especially hurting kids. #DefendClimate","air rules will mean nearly half a million more asthma attacks a year,clean air rules will mean nearly half a million more asthma attacks"
924451490936258560,I am already so over this cold weather my allergies are killin and my asthma is flaring up from this crap Im dying out here,"asthma is flaring,cold weather my allergies,crap im dying"
926604020583731201,i got asthma https://t.co/hu1yU374B4,
923974856470925313,when you get so angry you give yourself an asthma attack lmao great,angry you give yourself an asthma attack
927370725375307779,I wouldnt wish asthma on my worst enemy ,worst enemy
927332233383329792,RT @K80fiato: I actually thought I had asthma once and the doctor told me It was a habit of forgetting to breath?,"asthma once,habit of forgetting"
926006883588104192,asthma strikes again..,
