tid,text
927659207289131017,@kitkathodge Um its called sinus infection
927183767604809728,"Yes, HRC had pneumonia and overdid campaigning until she got too sick! I have had pneumonia and it does make a pers https://t.co/cm5oyUYSG1"
923938355775074304,asthma 
926112232336846850,"Hello asthma specialist! Wait for me until Monday! Huhuhu holiday, no byoin.. laging magaling ang timing!!"
926659262343991296,That's probably why cases of asthma in US have increased every year since the 80's.  https://t.co/Oay6WWhkjh
924543857148116992,anyone hate asthma as much as I do?
926783794786340864,A few rotten burgers on steroids for destroying the brand..I will not ditch the line instead choose to have two strengths from both telcos
927376360343068678,"Wanting help to alleviate sinus inflammation &amp; congestion this Spring? This spring special is for you.    

75... https://t.co/napbl7Mu1j"
927461580869996545,"You're little girl was admitted to two hospitals in one night because of her asthma and you still smoke. But ""fuck asthma""
Dude fuck you"
926443357538172930,FYI: #asthma sRAGE alleviates neutrophilic asthma by blocking HMGB1RAGE signalling in airway dendritic cells.: https://t.co/xwPrLscfHq
926130599823278080,Obese children may have more asthma complications https://t.co/jQi7XgpIat
926577307879436289,"@coffeespoonie 1 ride cost me $1700, a ride plus nebulizer for my asthma was $3000 +"
926075837232959489,@MzMilah_ Lmao had a whole asthma attack but I guess it was my imagination
927227589483151360,John Watson thought he had a sinus infection-instead he had stage 4 cancer. Learn how to #preventcancer https://t.co/Ebey1EcDCL
927625520245891073,@erinokieokie Ill get you a comfy bed for you but. Youre not getting pet dander and allergens on my bed and whining in my ear.
925644674185904128,@dannytvu Looks like an asthma inhaler LOL feels
924282160193957889,".
their crocodile
a culprit

a virgin asthma"
925393348432625664,"@IamBrewster I knew about the asthma and the chest pains, but didnt know the cold spells were also diagnosed as so https://t.co/gIqGadNU5h"
923774746927476736,@AndrewC_H6 @daninohemy Im wheezing bc asthma
926252691503898624,&amp; I got asthma so it ain happening
925284191910146048,Flu can make asthma worse &amp; increases the risk of a potentially life-threatening asthma attack. Get your #flujab https://t.co/uv7Wm2DXFN
926891263890198528,Mac has pneumonia now and they need him to be strong so he can have surgery please pray for him please https://t.co/nYZDj3gqTT
925408025145327616,"$SNY/$REGN look to bigger win in asthma with Dupixent; after final ph 3 success, sBLA filing on tap by YE"
925320853776035841,Half Cat Women Full assassin creed  feeling better I have my asthma pump see u Crunch today https://t.co/mMAARoOvbw
923934217167409152,#Sciencedaily  Dogs may protect against childhood eczema and asthma https://t.co/7ishdhBXLu
927631797575438336,@GeorgeAylett Brexit is a choice. It's the austerity on steroids choice .
926599404705976320,RT @SavannaBraun: I was born with my asthma inhaler because I'm allergic to gluten and cheese but I'm not surprised https://t.co/ZIReKyAhSa
927613244101025794,@SuqainaTulAbiha i recently got mild asthma and idk idfk how i'll cope when i get back man
926413076886368256,day off and my doctor rings me telling me ive got to go for an asthma review 
922972362449887232,@al_animallover @o0pz83 @NinaMoo07 @SLJP33 @JeffTeravainen It was my treatment for my asthma as a kid that caused my osteoporosis
927024868536832000,@BrandonP2TF That sinus infection got u tweeting weird
927633882513539072,@ABWnetworking @AliciaLTucker Think I'm getting a mini cold x sinus pain. It's that time of year x
926471350411198464,Im ill My asthma is current and my allergies r playing up... but dw that wont stop me
925817244516569089,I be acting soooo dumb when Im sick. Ill start dancing and singing then remember I cant breathe and have an asthma attack 
926788440867274753,My cat keeps sneezing on my glasses. I need little wipers for them.
925636514041692160,RT @fryazinova_tat: #research paper quotes https://t.co/nqBa2lvFtc research paper on asthma
924367240019021825,im so lazy im having an asthma attack but i cba to go into my room to get my inhaler
927206108992851968,asthma warnings please look after ourselves  and enjoy your night https://t.co/IhfOhSHt57
925449725305937921,@realDonaldTrump Look at the beautiful black smoke!! My asthma says thank you asshole
926734853462220800,So was it the person sneezing on the plane? Or the French lady coughing on my breakfast? Caught a cold..!! #whodunnit #virus
925764095873236992,Only thing scary about Halloween is my asthma coming back from the dead
925681159450832897,Fish oil or fish consumption? New recommendations for pregnant women trying to prevent childhood asthma https://t.co/PjvNDwx9F9
924498787246247936,"i almost passed out , had an asthma attack , &amp; died at evil visions "
926990343157047298,RT @228pisces: I'm Hillary's age. I had pneumonia last yr. for first time.  It took me over a month to regain my strength. Guys: ANYONE can
927031131672891393,I was born and now Im going hiking. In my life I have a good time and a sinus headache so https://t.co/RjEK9OrxwQ
925155422344040448,My Halloween costume better look good considering Ive given myself a full on asthma attack tryin to paint a seashell bra with nail varnish
924869452792987648,I Still don't feel good .. my asthma is at 78%
923829160849629184,@kalakirwan @kofisiriboe Have you seen how fine my husband is tho ? He gives me asthma 
923254257087909888,Severe asthma needs bills paid meds https://t.co/GR33v2mnfK
924667536209215488,"Paxton you don't hemise me,  I have asthma and you don't give me a chance  somzi though #IdolsSA"
926854932552212480,I love my pussy so much. My lovely Alfie who is now a house cat as I've decided to just put up with the sneezing 
926136915736199168,I've been battling an asthma attack since like 3 am 
926699060827967488,"RT @BaxekeN: @MaS1banda In other unrelated news: The purple ""thing"" on the banana tree reduces the frequency of asthma attacks, "
926131358862372865,Obese children may have more asthma complications https://t.co/mQVPXUhN7R
922905331096866817,"*April laughing her ass off* 
Im going to have asthma by the end of this car ride. 
You mean abs..?"
925816372990394368,The worst thing is to wake up with asthma at 4am 
927678958157647873,"How I can tell I've been under a lot of stress: reflux, grinding teeth, muscle aches, digestion issues, sinus issues. 
All hitting at once."
923260440947326978,#Inflammation &amp; auto-immunity! Pregnant mothers' asthma &amp; allergies linked to more severe #autism in their children. https://t.co/kNkZdS0jNf
927378213407305728,@npbc2010 I rlly have pneumonia lol
926901710768939009,RT @TamOgeh: @JonnyBones Whyd u use steroids
925330354885615623,@Schofe OMG you look amazing.  I'm ill with bad asthma in bed and you nearly mad it ten times worse!!! Incredible..x
927487555343327232,Ive gained 8kg in 4 days due to my fkin antibiotics that contains steroids
927208219914596352,I hate the fact that this particular person smokes right in front of my face when clearly i just recovered from asthma  #hypocrite
925232700402802688,@OhIHateWilliam They hating on me. I tried to tell them even with asthma i could outwork and outrun at least 90% of https://t.co/rsxe76j7KY
927237280313544705,"Does your child have a chronic health condition such as asthma or allergies? If so, it is important to... https://t.co/NFbjUW2FeX"
925382651455967233,"Is asthma genetic? - True or False | AsthmaLog
https://t.co/UDlGaYduPa
#asthmalog #asthma https://t.co/LGI7NTRoBY"
926680285948899328,goodnight except to the video of jiho not being able to breathe bc choreo &amp; asthma is a bad mix
923256130616176640,"Lung microbiome plays major role in asthma severity and response to treatment
https://t.co/9sHFfP5dhb"
925209272421462017,"@vanessavukona Tre said he was proud, too. Meanwhile, I almost had an asthma attack. Haha"
927513352586141696,asthma not now  please :(
925641141076267008,"The apples in this pie are a potent source of antioxidants, thought to reduce the risk of asthma #LEWellbeingwisdom https://t.co/lOb4vGuUvh"
927579760137572352,yeehaw i have asthma not pneumonia :)
924534680031977473,@damntimes me holding my phone while youre in the middle of an asthma attack: can you look over here
924566700279734273,Ranveer smoked from Kareenas asthma pump https://t.co/N9Pn6xlQyT
923768610098761728,Eczema plus family history can mean a longer hospital stay for kids with asthma https://t.co/kFPHLZKyJz #Science https://t.co/wJIl84AvWs
927347478638350336,@KGermann14 Lol ah you guys will be fine! Make sure you know your asthma drugs 
923864374988754944,@ThrupennyBit @Breathe_to_win @Exercise_ilo @exerciseworks @gpwhyte Sadly this happens a lot. Some take asthma meds https://t.co/vHtrlmSDHk
927267379133976576,Any adult medics out there know any respiratory physicians for a bit of personal asthma advice?
926843065033220096,"#PrecautionsAgainstSmog
Minor exposure to smog can lead to greater threats of asthma attacks"
927334888503758848,"Still have sore throat, sinus crud. No cooking for me tonight! What should I work on while I wait for Chinese food?"
927042618185404416,@arielhelwani I fucking hate Jon Jones but he is the GOAT steroids or not
925983682179026947,"@Jerseyboi_9 yeah, asthma attack. gotta stay for a few hours"
925357715492290560,RT @ADevotedYogi: Dogs may protect children from allergic eczema and asthma #health https://t.co/e8Y1ogbPg6 https://t.co/20hSamV2PR
926248193020518400,@evansbizzle @makeyallmad @wwemonica13 @ArixChloe @theweekended @JesyDgbe @PopCrave Having asthma while dancing and https://t.co/RGVLyDxK6a
927033924429144066,@JonnyBones @TalkMMA Not if you use steroids
925673963631636480,"*girl with asthma has an asthma attack*
shawn: just breathe https://t.co/RyXqDApSuh"
927562969835294723,"RT @jacionline: Role of viral infections in the development and exacerbation of asthma in children, https://t.co/TidTi1Pw5r"
926886435285880833,@TheRichWilkins So fainting due to being overheated and having pneumonia is grounds to be replaced? Brazile is delusional.
925704029702848512,2 new studies show that dogs may protect against childhood eczema and asthma https://t.co/mymj2HJbb3
926836955572301824,Well had my first asthma attack of the season  Im over it
927186773649838080,@natalie_shaw The supermarket is always my first stop. Also pharmacists in Spain oh steroids
927538236041322502,jikook always goes on steroids around the end of the year
926062161373392896,"Bonfires and fireworks could cause potentially fatal asthma attacks, charity warns #Croydon https://t.co/oUj5hqyXtj"
927464975282696192,(Japan Times) #Daisuke Murakami pulls out of #NHK Trophy with pneumonia : Figure skater.. https://t.co/If2gwnlBIh https://t.co/o50HtlWXLE
926952368217899009,"Really over this sinus infection, and how I can hardly string together a sentence without feeling exhausted."
925736905152581632,Been sick last few weeks since my asthma has decided to make a return into my life but last https://t.co/CetX0mvUsF
927622878052409344,Ruth Hardy has had asthma since childhood. Now she helps other people living with asthma to participate at parkrun! https://t.co/Q4iHjwlkFT
926972908236181505,Me but on steroids when the team ran by me before halftime https://t.co/AYcxXJF73D
925293804156055552,"Perfect day turns into nightmare as boy, 11 dies from asthma https://t.co/uiL8zMejR0"
927011305738862592,"@emilyt804 Yikes, I had pneumonia and it's no joke."
924725646487621633,"Hi @EPAScottPruitt
This is my request for a hearing on rule change for Clean Power Plan.  
Signed 
This asthma allergy sufferer
#cleanair"
927003069430353921,You spelled steroids wrong https://t.co/UXyPZK7PNd
924836691994664961,The worst part about asthma is low key not being able to breath &amp; having to decide if its bad enough to use your inhaler
923591572679258113,@Sharbae_  I only smoke in Atlanta  I need edibles you know my asthma don't play
926721330719768576,RT @mtnbvan: NPA Sam Sullivan (who's now #BCLibs) threw out #CityPlan for #EcoDensity Vision took it on steroids to now. MOAR = luxury cond
925179278488039424,@spluhrge @30SECONDSTOMARS And have no breathing issues like asthma or copd.
927649035065765888,"Blizzcon showed me that all of the sinus surgeries last year were worth it. By now I would have a raging sinus infection, and Im fine."
926934754997489664,"@historyinmoment But let's bring back coal! Suck it in kids, asthma is cool!"
922840908952997888,@jenna_cheree I dont have asthma
925134867880382466,"my security was breached, I had cock roaches in my room, my door would not open AND I have asthma and yall didnt https://t.co/rFxtvg3n2Q"
927077315519004673,A+ when ur body is forcing u to vomit but u literally have nothing left inside so u just vomit bile...... War Flashbacks to pneumonia era me
926947039677644800,All the fake fur I have to handle at F21 gives me asthma attacks....
925135407808950280,my mum keeps forgetting to pick up my asthma pump from the pharmacy... she wants me to die https://t.co/OLY6IzG5EU
924646718720811009,"fever, headache and hyperacidity. all i need is an asthma attack para solid na hehehuhuhu "
924388730336460800,100% started to have an asthma attack and everyone in the church followed suit...popular? I think I so.
926435690711265280,Im elated whenever I go to the hospital for my asthma because they have the good stuff.
927173179596050433,"@Lili_Lightly @Jokoy Just like Joseppps mom said da pneumonia will go out of the poot 

"
927373917135585280,Honestly thought with modern medicine you only got pneumonia in hospitals these days. Haha THIS BITCH THOUGHT...#ihavepneumonia
926824575090020352,@BnB_SPJessa Yikes.. dang sinus infection is famous for that
927557116885458945,Hypocrisy on steroids https://t.co/Bf5DfBMTW6
927364428202254336,Why does Jay Cutler always look like he has the worst sinus infection? #claritinclear
924655073409380352,road to asthma
927017589833977857,@AntiGOPActivist @universe2519 @Shareblue And asthma too?
925724754421612545,Getting a simple chest cold when you have severe asthma is like getting a bad case of pneumonia to other people
926842358934724608,constant sneezing when i wake up 
927519992102264833,falling into sub space for me is falling into brat space. which is basically sub space on steroids https://t.co/Hfal2MHHu5
927636045696589825,"According to Hina kissing is immoral. Wah wah, mahanta ki murat Hinaji.

Hope she doesnt go into an asthma attack watching them kiss #bb11"
922874282350383105,@_TAYdayEVERYday I do it all the time. Sounds like Im having an asthma attack. Sometimes you gotta just pause it and come back later... lol
927592440843915265,@2goldenarms well the ipod is basically an iPhone off steroids 
927585311668031489,@gumede783 We are all in big .. Mafia State on steroids
925363602474881024,"https://t.co/K7wglAc5Ji     #Eat fish, protect future baby from asthma #BreakingNews"
926186227077824512,@alexnpress @elivalley Too busy having crippling asthma to assault anyone
927279487057846274,"Simple solutions can have a big impact!
BBC News - The shampoo bottle saving babies from pneumonia https://t.co/DYCVNQoojo"
924746487954886663,Dogs may protect against childhood eczema and asthma https://t.co/rLTMKSgE0G
924827787789307905,"Amanda: *talks about feelings*

Me: *Im gonna have an asthma attack .... *"
926969554969952256,Brazile describes in wrenching detail Clintons bout with pneumonia and recommended she see an acupuncturist. https://t.co/m1luxNgcrv
923257705602613249,Bro I feel like I'm bout yo have an asthma attack 
926894971466153984,RT @UAB_NRTC: Dr Yoder from UAB presenting in vivo imaging of cilia beating in the kidney! #ASNBasicSci #kidneyWK
927191431432884225,RT @fancynancysays: @Alt_FedEmployee Children with asthma would disagree. Clean Air Act was a gift from President Richard Nixon. He wou 
923927427478425600,We offer nebulizer treatments for asthma or other respiratory conditions.  Contact us today: https://t.co/zf4S5aAwLI https://t.co/AuXhQfNBAV
925367104232181760,New asthma clinical trial: Information and Communication Technology (ICT)- Based Centralized Monitoring System of  https://t.co/3QVHzKZ9I1
925441745260875776,"Dog exposure may protect children from eczema, asthma https://t.co/at5lKtYt1D"
925014449064378369,"@MarkBatterson I'm thoroughly enjoying your new book, Whisper, and wanted to share my joy at your asthma healing.  #HealingHappens #Whisper"
927293246614761473,Okay!  I give up.  I had a flu shot and pneumonia shot Friday morning.  I am running a fever and every cell in my... https://t.co/ZuRH7yS1qR
927594326821101569,The sinus headache has progressed to the point of nausea. YAY.
925888069810601984,"I've had three asthma attacks over this meme and I don't even have asthma. 
@FinnSkata I'm so sorry. I hope you rec https://t.co/iVk1tUmBoA"
926514632558366725,Your head heavy af. Cuddle and give a nigga an asthma attack. https://t.co/1KBohUPyGu
922927136524161025,Understanding occupational asthma https://t.co/Dr3kL9StfK
925322345018994688,"If anyone asks, say ""this is my asthma inhaler, I'm asthmatic"""
924216905258426368,"Me, buying life insurance: 'No asthma symptoms in last 4 years'
My lungs: Oh, getting cocky are we? *crackle* *whistle*"
927422135638700032,Quote of the night for this weekend You seriously have asthma
926439563941351424,"@theJeremyVine I had an uncle who loved to tickle, he had a dog. He used to tickle me until I had an asthma attack and then carry on. "
926636746976186368,"-- feels like someone punched a damn hole in my chest and for a moment my breath is stolen from my lungs, just like those asthma attacks --"
926195237269245952,So proud of Nikita &amp; Tallyn for designing the asthma poster #afterschoolclub #Pendle https://t.co/n2bC2DKyWo
927211429731749889,"@burnyourbones @daisykmsp :( that sucks :( I don't like being out of breath either, but needs must for asthma improvements."
926006943784882176,Moms-to-be can protect babies from asthma by eating fish: study https://t.co/T89D0Pjn2C
927531080307171328,"*gas station convo this a.m*

Does she got pneumonia again?

Naw girl she got a infection

Oooh she got that from me. I had that"
927184660324651013,RT @BeanieBeaners: Looks like Rex Orange County is coming to the U.S.  and i think Im having an asthma attack.
924625993419046913,RT @itstheacab: Call my dick asthma bcs it will leave you breathless
927276907762212866,RT @rachinthewind: in elementary school almost everyone in my class had asthma and i used to wish i had it so i would have an inhaler
926613967169978368,Every time I laugh I have an asthma attack
926734338242125824,"Going to have sinus surgery just after Xmas. Between this, uterus drama and Crohns my health has been awful lately"
924336313364598784,"RT @nellyrose_96: So my girlfriends a butthole and keeps calling me a ""fucking nerd"" because my asthma came back cause I'm sick and h "
927661326998097922,Dumplings are raviolis on Asian steroids
924705918637563906,Tfw the goonies kid with asthma is mackin with the docmaker in reality bites  and it's her birthday too!!
925396685571866624,"""He had to go in and get about two or three asthma treatments at the hospital simply because the air quality was... https://t.co/RqRbcwtEGN"
925546679327182848,it might just be asthma though
927312070017654784,"""one visit to the doctor because you pneumonia is about the same price as a patagonia jacket"""
925914724402909184,How am I supposed to be trusted as an adult when I only remember to take my asthma medicine when I get out of breath walking up stairs 
927450022681116672,Daisuke Murakami pulls out of NHK Trophy with pneumonia https://t.co/hk9ebs67Nb
924779536935538688,I honestly cant smoke blunts back Woods none of that or Ill have like a asthma attack
926493086234136576,"me: had an awful asthma attack, spent all day recovering
also me: I want to go out and get abso smashed tonight"
927012341249724416,@Atom_flv I have asthma
925667514570375170,AstraZeneca asthma drug tralokinumab disappoints again https://t.co/Fa6pNIWOUS https://t.co/5ydxslt2Fm
926142138475253760,(Reuters Health)  Children with asthma who are also obese are admitted to the hospital more often for asthma... https://t.co/auwdn69rmD
923767156961173505,Almost died today I couldnt find my fucking asthma pump good thing I keep a spare inside my work bag  looks like I beat death again
926878843918585856,RT @MedicaIGuide: The device that will help people with sinus infection! https://t.co/laoQ6d86wl
926805948500361218,my sinus says hello and throat. ugh
926816617291505664,RT @SAlLORVENUS: i'm lowkey on my bullshit again and my punishment was sneezing more than 10 times straight without stopping.
924333175475544065,my lungs feel so h e a v y is this my asthma acting up
924939019959656448,The new Melbourne Pollen Count is a fantastic initiative for people with asthma in Victoria as a result of the... https://t.co/NqDY43jNNd
927022812438470656,"RT @tinapayson: Cough, cough. Make sure everyone has their asthma inhalers ready. https://t.co/9gQg1Bz5WK"
926599206625857538,Take my asthma away @god
927657993545633792,apparently I dont have asthma and my whole life has been a lie
927364373374312448,"@Taylor_Faith_ ""They have to give then steroids to mature their lungs babe. Babe they're not ready. They say I have https://t.co/JSfF8FI2Jd"
925743334827659264,@EthanForducey @AliceScheid_ Omfg  THERES A WOOKIE IN THE KITCHEN I literally almost had an asthma attack 
924761428317343746,me and maddie watching oomf having a asthma attack over sehun dancing https://t.co/AOw4nCqXTT
924437450155593728,"Im out of work, I have no med insurance. I cant get my asthma meds for anything less than $385/month. This is pure BS. My med &gt;15 yrs old."
927266291945050113,"@flash2gordon I have been in bed most of the day, sleeping. Having a sinus cold does that to a person."
923862047556800514," never bafo, I think I am just strong nje this year. Phela I've got so many diseases sinuses, asthma ngapha I eve https://t.co/Oy1qO29jCo"
924578109713772544,This guy just told me about how when he was 10 he had super bad asthma but wasn't given anything for it. His gma would let him smoke her
926897844635799554,"Lmao, the head of the DNC told Hillary to see an acupuncturist when she saw how bad her pneumonia was. Supreme idio https://t.co/S9gBYUKOjM"
926459671833186305,"Unfortunately, one of my new meds rxd interacted very poorly with my asthma &amp; GI issues..and Im back at my 2nd ho https://t.co/4eRaCYe164"
926914712654114816,Former Tyler chiropractor sentenced to federal prison for importing anabolic steroids https://t.co/V26a7EvT3U - #chiro
925833978422202371,Fish oil or fish consumption? New recommendations for pregnant women to prevent childhood asthma https://t.co/2NiTetbbux
927070906781925376,"#Health by PWMag
Cardiology study revealed that use of anabolic steroids provokes a serious coronary artery disease https://t.co/TMhBjLtyHs"
924603253513261056,Ughh asthma attack.
927323278288580609,i love having a ore sinus infection AGAIN
926793946092548097,"@NoTime4Migraine did not know that, recently found my sinus pain is not being caused by sinitius"
922901460714532865,Found out today Roman might have asthma and cant be tested until hes 2 
926919741880627200,"first I had bronchitis, then a sinus infection and now I have a stomach virus???? I never ever get sick but all of https://t.co/v3DFMep2mF"
927245597811363842,@ColbyBrock @sweetsolby Howre you livin rn Id have an asthma attack if Colby sent me a kiss emoji 
923926975705747456,"Cockroach allergy and Asthma  8 tips to kick out cockroaches from your life  Kick ... | 
https://t.co/fUQ3DzYwbn https://t.co/mJSGfpaUbe"
926745210666680320,Julie Bishop wears an elephant diaphragm on her head to the races #Auspol https://t.co/VWXXnKvsUV
926788052835500032,Fighting this sinus infection is taking a lot out of me. Think Ill go back to sleep.
927331753773080576,"@HotlineJosh When ""manflu"" is a thing, this idiot thinks taking a day for pneumonia ""is bigger issue than we thought."
926439569746259968,@NadiaVancouver @BarclaysIB Also competing asthma drugs from $azn &amp; Roche failed. Only viable competition might be https://t.co/BsQboULbEP
927611392194154498,RT @misssjaylaa: But hey if yall wanna catch pneumonia be my guest
926842331550150656,"@chamath somewhat cheekily worded: ""82 percent of those with asthma or COPD see a reduction in inhaler use"" ---&gt; se https://t.co/BvfXHsygoH"
923719456420958208,Do I have asthma or am I allergic to cardio?
926486838126239745,Breathe easy: Exercising with asthma by @lifeleisureUK #Blog https://t.co/gUeSY3yo2E https://t.co/COj7RDjp6k
926642408686833664,"@__miralaluna Ugh sorry! I hear you I spent the whole summer sick, asthma, sinus, pneumonia you name it I had it al https://t.co/UP6ISRq7xP"
927536604490747906,RT @west_lei_ccg: People with asthma &amp; other respiratory conditions are being urged by health leaders to get their free flu jab 
926906266903044097,"all the ones in store rn are too thin, my asthma gets bad in winter so im not wasting money on something that wont benifit my health/warmth"
927331389451550721,"@HotlineJosh Right, because if you had pneumonia you would be running all over the country."
925694400696549376,Wednesday's Air Quality forecast for Dayton is GOOD. Children with asthma have no Air Quality Restrictions.
924772005374705664,i need an asthma puffer immediately https://t.co/SWJjX0PNdi
922846983622193153,Yall asthma aint no joke
926593148268236802,I got asthma https://t.co/KxXxxFm3il
923725009868042240,My boo bear got asthma and shit 
927337135451066368,@SliceOfTony @imazombii Yeah I had to leave the last game from an asthma attack from smoke bombs so maybe don't tho
925868909043093504,RT @allenclasses: @JMSteeleAHS Making the World a Better Place projects! Products that are asthma friendly! https://t.co/Y7lcOMKcPN
924728727740719104,Olivia is having an asthma attack 3 minutes into the finale and she doesnt even have asthma. #help
924361889664073728,I hate that my asthma keeps acting up like crazy every couple of minutes 
924854591790960640,RT @ContemPeds: LCPUFAs in pregnancy lower childs asthma risk https://t.co/4PnPd4mnN8 #pediatrics
926476045334794241,Me: texts savannah now when I have asthma issues bcuz she's hella educated on asthma
925693942401712128,#Update: Eating fish during pregnancy may cut the risk of asthma in newborns | #NewsViewzPK
925380219988578304,mnt_weightloss: #WeightLoss Obese children with asthma spend longer in hospital https://t.co/VrkXth1LGv https://t.co/5Z6jX78e9V
926031785103785984,Blake when I told him I was gonna give myself an asthma attack https://t.co/MOf0tfqaMM
923276584404029446,Hve ya ever seen weezing faces?
927324666620010496,Get the recipe for a homemade irrigation solution that can help with an acute sinus infection. https://t.co/hXyRSRWwW5
923243759097311232,typical that my asthma is playing up when im in london at the weekend 
924922614363119616,Dogs may help babies and children develop protection against eczema and asthma - Channel NewsAsia https://t.co/bCjHwGkwNt
923345362483646465,Naomi and I are just fucking dying and it gets silent and all you can hear is us weezing 
926513758704422914,Like i didnt even know i still had asthma ctfuuuu 
924317378636341248,Contact with dogs could protect kids against eczema and asthma https://t.co/gKgzH0qwJY https://t.co/f0yN1Bm7v3
926195486696050690,@SihleTumani I'm having an asthma attack https://t.co/Pfer6pLmns
927155906181296128,"nice little surf this morning before lunch, now i have pneumonia and grit in my eardrums"
925198502451400706,RT @_henweezy: @xxxphILLEST true life: i have asthma
924753497312161793,I cant take any more of this  I got asthma
925721851581562880,Complaints that Pitt kids' study on vitamin D and asthma is 'unethical' lead to changes - Pittsburgh Post https://t.co/bEuQ7MfAqE
922926403456155648,Doc says a combination of asthma and allergies. They're sending her home shortly.
926932487783071744,"Cesc: Another aimless ball hoofer, doesn't understand match tempo and gets an asthma attack 10 mins into a game."
923766613869867008,RT @Lisa_M_Potter: .@UCSF Esteban Burchard:biggest predictor of asthma med  effectiveness is ethnicity. African/Am 8x more likely to d 
925759776339918848,"#PAAM2017 COPSAC #asthma
Omega-3 supplements can prevent childhood asthma https://t.co/lDumWuf7fZ via @YouTube"
923240585946857472,Pharmacists can improve asthma outcomes through patient education https://t.co/1x2UANzB44
927654934572564480,RT @Justin_OGrady: Contact me or @Beat_AMR_Bugs if interested in applying @nanopore metagenomics and PCR for pneumonia diagnosis as pa 
924991810841317376,Apple's ResearchKit generates reliable health data  at least for asthma patients. #health #healthcare #technology https://t.co/m1DwWrIgq9
927427342678364160,We are a sinus headache waiting to happen https://t.co/WT4Vl0azvi
926077892789809152,"Are puppies the latest allergy treatment? Recent studies show protective effects against eczema, asthma https://t.co/Tr2s9opNCd"
926130652289929217,Obese children may have more asthma complications https://t.co/qEB5ZSJXDK
922842174332592128,As if my sister just said 'Charlie body sprays smells like what asthma feels like'
924848795199983616,"Damn, I got asthma https://t.co/wzjaW3oNBD"
927236825990795265,"Studies have ,hown children with asthma are especially vulnerable mo ozone"
927555302806896640,This gave me an asthma attack I'm laughing so hard https://t.co/KkScYasSCn
924888248782123009,Having asthma sucks :(
925147144129953792,@RebanuelRyns Oh nya with extra asthma 
927315721536851968,The importance of bacterial and viral infections associated with adult asthma ... - https://t.co/jXm33Nubnr
926062022114017280,@AlexSilverman @BilldeBlasio And that's before we get to health effects of all those cars: asthma and other effects https://t.co/zkbg4hMHSZ
927374742633492481,"it's funny bc I'd probably die too, Roger I have asthma 
me and Daltrey are allergic non smoking pussywillows"
927572986781229056,RT @__DanR__: Arrest in asthma via @heli_med_james #foamed #foamems #foampara https://t.co/FaAI2WHYTG
927412847524528128,How to make a sinus infection cute... that is the question
926272382213480448,i may have asthma but thats not why i cant breathe rn https://t.co/SxCTSS8x5z
926871077883654144,Om- I'm over here sneezing in front of my mom and she doesn't care. .-. Good Parenting!
927583470527721475,Bonfire night was a stinker - how many COPD &amp; asthma patients were hospitalised? The public need the facts &amp; truth https://t.co/xa4EvJIctg
924836354973945857,I haven't had an asthma attack in like 8 years. Then this World Series happened. https://t.co/d2shzjeFpq
924282287172308992,@violette1st @YouTube I watched the video and I felt so bad for you. What kind of person would leave someone with asthma in a parking lot?
925655342960205824,fuck this asthma
927626938998575104,"Its so hard to nurse your sinus headache when your whole life is online, square eyes are so real right now "
923878878195732480,@Dr_Abbas014 @salarkhel @syedmohdjunaid My line.. i have asthma
926975764116881408,I have walking pneumonia apparently and I get to miss turnover tonight because of it
926860342449250306,"Vocals done. A day late, but you have to understand - my diaphragm is KILLING ME. I unleashed https://t.co/43w8RAoRI5"
927684068925493253,1.5 hour asthma attack x blessed xx
926940632391630848,"RT @kawaiikattzz: After 3 breathing treatments, an EKG, 2 chest X-rays, IV fluids, steroids and 2 blood tests I'm finally home and fe "
927337552247476230,@LoraHernandez42 Because of my lawyer not properly representing me in a case where I only had knowledge of steroids https://t.co/GjlBGhn1E5
923257773051260928,Bro I feel like I'm bout to have an asthma attack 
926177917624881153,My chronic fatigue &amp; asthma been kicking my but. See my bp here. That was in the ER #Health. #health! https://t.co/SMOAkH20mF
926131243418341376,"@realDonaldTrump Great, when my asthma gets bad youre going to pay for my healthcare right??"
926723091782279168,1am and trying to repierce my nose but my bitch ass keeps sneezing
926397159553060864,@danielleurwin It is the most overwhelming (and painful) experience! Im off sick at the moment with my asthma but https://t.co/iYnBvNhKW9
927037591312109569,"my body is giving up on me. sinus pressure tooth aches, killer cough, congestion and now my sciatic is fucking with https://t.co/eYPNH1IcjB"
926200453343223808,asthma attack again :3
926945983866421248,@washingtonpost @PhilipRucker somebody fainting due to pneumonia on the job makes u want to replace them... You are truly dumb.
926922404835737600,RT @VadersNut: @LadyKellDiva @redsteeze They blamed it on pneumonia and then a couple hours later she is hugging a little girl for 
923901275045089281,RT @blackmoldguide: Black mold in your home can cause asthma-like symptoms and sinus infections:  https://t.co/jYrXfxo2jt
927314929706610688,@djcaozinho Yeah. He just got diagnosed with asthma and is being a dick about taking his pills. :/
925709858099384320,RT @CBCAlerts: Family fighting to keep Toronto man on life support after he was declared dead after an asthma attack:  https://t.co/Dgvm0pb
926680639549595649,I  hate  having asthma
925592239572520960,"Weed bad for asthma too, got be congested and shit but aye. Roll that bitch"
926478549921533953,Everybody talking about they kids asthma is flaring up and I'm thanking God Gio's isn't .
925309068360802304,Dogs may protect against childhood eczema and asthma  https://t.co/7ShAvy3WQE
